name,meal_type,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,category,n_observations,source,food_id,protein_density,fiber_density,protein_frac,carb_frac,fat_frac
Tomato Soup (1 can),lunch,170.0,4.0,25.0,6.0,4.0,15.0,900.0,10.0,Meal/Vegetable,2,Kaggle Daily Food & Nutrition,tomato_soup_1_can__lunch,2.3529411764705883,2.3529411764705883,0.09411764705882353,0.5882352941176471,0.3176470588235294
Tuna (Canned 3oz in water),lunch,90.0,20.0,0.0,1.0,0.0,0.0,250.0,35.0,Protein/Fish,1,Kaggle Daily Food & Nutrition,tuna_canned_3oz_in_water__lunch,22.22222222222222,0.0,0.898876404494382,0.0,0.10112359550561797
Tuna Melt,lunch,450.0,25.0,32.0,25.0,3.0,4.0,900.0,50.0,Meal/Processed,1,Kaggle Daily Food & Nutrition,tuna_melt__lunch,5.555555555555555,0.6666666666666667,0.22075055187637968,0.282560706401766,0.4966887417218543
Tuna Salad (1/2 cup),lunch,190.0,19.0,2.0,12.0,1.0,1.0,400.0,30.0,Meal/Fish,1,Kaggle Daily Food & Nutrition,tuna_salad_1_2_cup__lunch,10.0,0.5263157894736842,0.3958333333333333,0.041666666666666664,0.5625
Tuna Sauce (2 tbsp),lunch,100.0,4.0,1.0,9.0,0.0,0.5,200.0,15.0,Condiment,1,Kaggle Daily Food & Nutrition,tuna_sauce_2_tbsp__lunch,4.0,0.0,0.15841584158415842,0.039603960396039604,0.801980198019802
Turkey Burger (1 patty),lunch,160.0,22.0,2.0,8.0,0.0,1.0,400.0,70.0,Protein/Meat,1,Kaggle Daily Food & Nutrition,turkey_burger_1_patty__lunch,13.750000000000002,0.0,0.5238095238095238,0.047619047619047616,0.42857142857142855
Turkey Sandwich (on wheat),lunch,340.0,22.0,34.0,12.0,5.0,6.0,850.0,50.0,Meal/Processed,1,Kaggle Daily Food & Nutrition,turkey_sandwich_on_wheat__lunch,6.470588235294119,1.4705882352941175,0.26506024096385544,0.40963855421686746,0.3253012048192771
Vegetable Kottu,lunch,620.0,16.0,88.0,22.0,7.0,5.0,1100.0,0.0,Sri Lankan - Kottu,1,"Curated regional (Sri Lankan, per serving)",vegetable_kottu__lunch,2.5806451612903225,1.129032258064516,0.10423452768729642,0.5732899022801303,0.32247557003257327
Vegetable Soup (1 can),lunch,140.0,4.0,22.0,4.0,6.0,8.0,780.0,5.0,Meal/Vegetable,1,Kaggle Daily Food & Nutrition,vegetable_soup_1_can__lunch,2.857142857142857,4.285714285714286,0.11428571428571428,0.6285714285714286,0.2571428571428571
Veggie Burger (1 patty),lunch,120.0,11.0,10.0,4.0,5.0,1.0,350.0,0.0,Protein/Vegetarian,2,Kaggle Daily Food & Nutrition,veggie_burger_1_patty__lunch,9.166666666666666,4.166666666666666,0.36666666666666664,0.3333333333333333,0.3
Vitello Tonnato (1 serving),lunch,380.0,35.0,3.0,25.0,0.5,1.0,600.0,110.0,Meal/Meat,1,Kaggle Daily Food & Nutrition,vitello_tonnato_1_serving__lunch,9.210526315789473,0.13157894736842105,0.3713527851458886,0.03183023872679045,0.596816976127321
Walnuts (1 tbsp chopped),lunch,46.0,1.1,1.0,4.6,0.5,0.2,0.0,0.0,Nut,1,Kaggle Daily Food & Nutrition,walnuts_1_tbsp_chopped__lunch,2.391304347826087,1.0869565217391304,0.08835341365461849,0.08032128514056225,0.8313253012048193
Yellow Rice with Chicken,lunch,700.0,33.0,92.0,22.0,4.0,5.0,860.0,90.0,Sri Lankan - Rice,1,"Curated regional (Sri Lankan, per serving)",yellow_rice_with_chicken__lunch,4.714285714285714,0.5714285714285714,0.18911174785100288,0.5272206303724928,0.2836676217765043
Alfajores (1 cookie),snack,180.0,2.0,22.0,10.0,1.0,15.0,60.0,20.0,Dessert,1,Kaggle Daily Food & Nutrition,alfajores_1_cookie__snack,1.1111111111111112,0.5555555555555556,0.043010752688172046,0.4731182795698925,0.4838709677419355
Almonds (1 oz),snack,164.0,6.0,6.0,14.0,3.5,1.0,1.0,0.0,Nut,1,Kaggle Daily Food & Nutrition,almonds_1_oz__snack,3.6585365853658534,2.1341463414634148,0.13793103448275862,0.13793103448275862,0.7241379310344828
Amaretti Cookie (2 cookies),snack,90.0,2.0,12.0,4.0,1.0,10.0,10.0,0.0,Dessert,1,Kaggle Daily Food & Nutrition,amaretti_cookie_2_cookies__snack,2.2222222222222223,1.1111111111111112,0.08695652173913043,0.5217391304347826,0.391304347826087
Ants on a Log (4 pcs),snack,180.0,6.0,12.0,12.0,3.0,7.0,120.0,0.0,Snack,1,Kaggle Daily Food & Nutrition,ants_on_a_log_4_pcs__snack,3.3333333333333335,1.6666666666666667,0.13333333333333333,0.26666666666666666,0.6
Aperol Spritz (1 drink),snack,180.0,0.0,20.0,0.0,0.0,20.0,10.0,0.0,Beverage,1,Kaggle Daily Food & Nutrition,aperol_spritz_1_drink__snack,0.0,0.0,0.0,1.0,0.0
Apple,snack,95.0,0.5,25.0,0.3,4.4,19.0,2.0,0.0,Fruit,1,Kaggle Daily Food & Nutrition,apple__snack,0.5263157894736842,4.631578947368421,0.019102196752626553,0.9551098376313276,0.025787965616045842
Apple Cider (1 cup),snack,117.0,0.1,29.0,0.3,0.5,27.0,10.0,0.0,Beverage,1,Kaggle Daily Food & Nutrition,apple_cider_1_cup__snack,0.08547008547008547,0.4273504273504274,0.0033585222502099076,0.9739714525608731,0.02267002518891687
Apple Pie (1 slice),snack,410.0,3.0,58.0,19.0,3.0,25.0,320.0,0.0,Dessert,1,Kaggle Daily Food & Nutrition,apple_pie_1_slice__snack,0.7317073170731708,0.7317073170731708,0.02891566265060241,0.5590361445783133,0.41204819277108434
"Apples, fuji, with skin, raw",snack,65.0,0.15,15.7,0.16,2.1,0.0,1.0,0.0,USDA,1,USDA FoodData Central (per 100 g),apples_fuji_with_skin_raw__snack,0.23076923076923075,3.230769230769231,0.009253547193090683,0.9685379395434915,0.02220851326341764
"Apples, gala, with skin, raw",snack,61.0,0.13,14.8,0.15,2.1,0.0,0.0,0.0,USDA,1,USDA FoodData Central (per 100 g),apples_gala_with_skin_raw__snack,0.21311475409836067,3.4426229508196724,0.008514819060094972,0.9693794006877353,0.022105780252169638
"Apples, granny smith, with skin, raw",snack,59.0,0.27,14.2,0.14,2.5,0.0,0.0,0.0,USDA,1,USDA FoodData Central (per 100 g),apples_granny_smith_with_skin_raw__snack,0.45762711864406785,4.23728813559322,0.01826175177544809,0.9604328711531959,0.02130537707135611
"Apples, honeycrisp, with skin, raw",snack,60.0,0.1,14.7,0.1,1.7,0.0,0.0,0.0,USDA,1,USDA FoodData Central (per 100 g),apples_honeycrisp_with_skin_raw__snack,0.16666666666666669,2.833333333333333,0.006655574043261232,0.978369384359401,0.014975041597337773
"Apples, red delicious, with skin, raw",snack,62.0,0.19,14.8,0.21,2.0,0.0,0.0,0.0,USDA,1,USDA FoodData Central (per 100 g),apples_red_delicious_with_skin_raw__snack,0.3064516129032258,3.225806451612903,0.012287793047696038,0.9571544058205336,0.03055780113177041
Arancini (1 large ball),snack,250.0,9.0,30.0,10.0,3.0,3.0,500.0,30.0,Snack/Processed,1,Kaggle Daily Food & Nutrition,arancini_1_large_ball__snack,3.5999999999999996,1.2,0.14634146341463414,0.4878048780487805,0.36585365853658536
Baba Ganoush (1/4 cup),snack,100.0,2.0,8.0,7.0,4.0,2.0,300.0,0.0,Meal/Vegetable,1,Kaggle Daily Food & Nutrition,baba_ganoush_1_4_cup__snack,2.0,4.0,0.07766990291262135,0.3106796116504854,0.6116504854368932
Baklava (1 piece),snack,280.0,3.0,30.0,18.0,2.0,20.0,80.0,10.0,Dessert,1,Kaggle Daily Food & Nutrition,baklava_1_piece__snack,1.0714285714285714,0.7142857142857143,0.04081632653061224,0.40816326530612246,0.5510204081632653
"Bananas, overripe, raw",snack,85.0,0.73,20.1,0.22,1.7,0.0,0.0,0.0,USDA,1,USDA FoodData Central (per 100 g),bananas_overripe_raw__snack,0.8588235294117647,2.0,0.03423212192262602,0.9425556858147713,0.023212192262602575
"Bananas, ripe and slightly ripe, raw",snack,97.0,0.74,23.0,0.29,1.7,0.0,0.0,0.0,USDA,1,USDA FoodData Central (per 100 g),bananas_ripe_and_slightly_ripe_raw__snack,0.7628865979381444,1.7525773195876289,0.030337193809572616,0.9429127805677976,0.026750025622629906
"Beans, snap, green, canned, regular pack, drained solids",snack,21.0,1.04,4.11,0.39,0.0,0.0,282.0,0.0,USDA,1,USDA FoodData Central (per 100 g),beans_snap_green_canned_regular_pack_drained_solids__snack,4.9523809523809526,0.0,0.17254251347988386,0.681874740771464,0.14558274574865201
Beef Jerky (1 oz),snack,116.0,9.4,3.1,7.2,0.5,2.5,590.0,30.0,Snack/Processed,1,Kaggle Daily Food & Nutrition,beef_jerky_1_oz__snack,8.10344827586207,0.43103448275862066,0.3275261324041812,0.10801393728222997,0.5644599303135889
Beer (12 oz light),snack,103.0,0.9,5.8,0.0,0.0,0.3,10.0,0.0,Beverage,1,Kaggle Daily Food & Nutrition,beer_12_oz_light__snack,0.8737864077669903,0.0,0.13432835820895522,0.8656716417910447,0.0
Berry Coulis (1 tbsp),snack,20.0,0.0,5.0,0.0,0.5,4.5,0.0,0.0,Condiment,1,Kaggle Daily Food & Nutrition,berry_coulis_1_tbsp__snack,0.0,2.5,0.0,1.0,0.0
Biscotti (1 cookie),snack,110.0,2.0,18.0,4.0,1.0,9.0,50.0,15.0,Dessert,1,Kaggle Daily Food & Nutrition,biscotti_1_cookie__snack,1.8181818181818181,0.9090909090909091,0.06896551724137931,0.6206896551724138,0.3103448275862069
Blackberries (1 cup),snack,62.0,2.0,13.8,0.7,7.6,4.9,1.0,0.0,Fruit,1,Kaggle Daily Food & Nutrition,blackberries_1_cup__snack,3.225806451612903,12.258064516129032,0.11510791366906475,0.7942446043165468,0.09064748201438849
Blue Cheese (1 oz),snack,100.0,6.0,0.7,8.0,0.0,0.1,325.0,21.0,Dairy,1,Kaggle Daily Food & Nutrition,blue_cheese_1_oz__snack,6.0,0.0,0.24291497975708504,0.02834008097165992,0.728744939271255
Boiled Chickpeas with Coconut,snack,210.0,9.0,28.0,7.0,8.0,3.0,180.0,0.0,Sri Lankan - Legume Snack,1,"Curated regional (Sri Lankan, per serving)",boiled_chickpeas_with_coconut__snack,4.285714285714286,3.8095238095238098,0.17061611374407584,0.5308056872037915,0.2985781990521327
Boiled Eggs,snack,155.0,13.0,1.1,11.0,0.0,1.0,140.0,372.0,Sri Lankan - Protein Snack,1,"Curated regional (Sri Lankan, per serving)",boiled_eggs__snack,8.38709677419355,0.0,0.3346203346203346,0.028314028314028315,0.637065637065637
"Bread, white, commercially prepared",snack,270.0,9.43,49.2,3.59,2.3,0.0,477.0,0.0,USDA,1,USDA FoodData Central (per 100 g),bread_white_commercially_prepared__snack,3.4925925925925925,0.8518518518518517,0.1413634149083686,0.7375482516958363,0.12108833339579507
"Bread, whole-wheat, commercially prepared",snack,254.0,12.3,43.1,3.55,6.0,0.0,450.0,0.0,USDA,1,USDA FoodData Central (per 100 g),bread_whole_wheat_commercially_prepared__snack,4.84251968503937,2.3622047244094486,0.19404456714651944,0.6799447840662591,0.12601064878722146
Breadcrumbs (coating),snack,25.0,0.5,4.0,0.5,0.5,0.5,50.0,0.0,Grain,1,Kaggle Daily Food & Nutrition,breadcrumbs_coating__snack,2.0,2.0,0.08888888888888889,0.7111111111111111,0.2
Brie Cheese (1 oz),snack,95.0,6.0,0.1,7.9,0.0,0.1,178.0,28.0,Dairy,1,Kaggle Daily Food & Nutrition,brie_cheese_1_oz__snack,6.315789473684211,0.0,0.2513089005235602,0.004188481675392671,0.7445026178010472
"Broccoli, raw",snack,32.0,2.57,6.29,0.34,2.4,0.0,36.0,0.0,USDA,1,USDA FoodData Central (per 100 g),broccoli_raw__snack,8.03125,7.5,0.267012987012987,0.6535064935064935,0.07948051948051948
Bruschetta (2 pcs),snack,180.0,4.0,25.0,7.0,3.0,4.0,350.0,0.0,Snack/Appetizer,1,Kaggle Daily Food & Nutrition,bruschetta_2_pcs__snack,2.2222222222222223,1.6666666666666667,0.0893854748603352,0.5586592178770949,0.35195530726256985
Bubble Tea (16 oz milk tea),snack,320.0,2.0,70.0,4.0,1.0,60.0,100.0,10.0,Beverage,1,Kaggle Daily Food & Nutrition,bubble_tea_16_oz_milk_tea__snack,0.625,0.3125,0.024691358024691357,0.8641975308641975,0.1111111111111111
Campari & Soda (1 drink),snack,85.0,0.0,10.0,0.0,0.0,10.0,25.0,0.0,Beverage,1,Kaggle Daily Food & Nutrition,campari_soda_1_drink__snack,0.0,0.0,0.0,1.0,0.0
Campari (1 oz),snack,80.0,0.0,10.0,0.0,0.0,10.0,5.0,0.0,Beverage,1,Kaggle Daily Food & Nutrition,campari_1_oz__snack,0.0,0.0,0.0,1.0,0.0
Candied Fruit (1 tbsp),snack,30.0,0.0,8.0,0.0,0.5,8.0,5.0,0.0,Fruit,1,Kaggle Daily Food & Nutrition,candied_fruit_1_tbsp__snack,0.0,1.6666666666666667,0.0,1.0,0.0
Cannoli (1 medium),snack,240.0,5.0,25.0,13.0,1.0,18.0,100.0,30.0,Dessert,1,Kaggle Daily Food & Nutrition,cannoli_1_medium__snack,2.083333333333333,0.4166666666666667,0.08438818565400844,0.4219409282700422,0.4936708860759494
Caramel Sauce (1 tbsp),snack,60.0,0.0,13.0,1.0,0.0,12.0,30.0,5.0,Condiment,1,Kaggle Daily Food & Nutrition,caramel_sauce_1_tbsp__snack,0.0,0.0,0.0,0.8524590163934426,0.14754098360655737
Carrot Sticks (1 cup),snack,52.0,1.2,12.3,0.3,3.6,6.0,88.0,0.0,Vegetable,1,Kaggle Daily Food & Nutrition,carrot_sticks_1_cup__snack,2.3076923076923075,6.923076923076923,0.08465608465608465,0.8677248677248677,0.04761904761904761
"Carrots, frozen, unprepared",snack,37.0,0.81,7.92,0.47,3.2,0.0,66.0,0.0,USDA,1,USDA FoodData Central (per 100 g),carrots_frozen_unprepared__snack,2.1891891891891895,8.64864864864865,0.08275862068965519,0.8091954022988506,0.10804597701149425
"Carrots, frozen, unprepared (Includes foods for USDA's Food Distribution Program)",snack,37.0,0.81,7.92,0.47,3.2,0.0,66.0,0.0,USDA,1,USDA FoodData Central (per 100 g),carrots_frozen_unprepared_includes_foods_for_usda_s_food_dis__snack,2.1891891891891895,8.64864864864865,0.08275862068965519,0.8091954022988506,0.10804597701149425
Cashews (1 oz roasted),snack,163.0,4.3,9.2,13.1,0.9,1.4,140.0,0.0,Nut,1,Kaggle Daily Food & Nutrition,cashews_1_oz_roasted__snack,2.638036809815951,0.5521472392638037,0.10005817335660268,0.2140779522978476,0.6858638743455497
Chai Latte (12 oz),snack,190.0,7.0,32.0,4.0,1.0,30.0,105.0,15.0,Beverage,1,Kaggle Daily Food & Nutrition,chai_latte_12_oz__snack,3.684210526315789,0.5263157894736842,0.14583333333333334,0.6666666666666666,0.1875
Cheddar Cheese (1 oz),snack,115.0,7.0,1.0,9.5,0.0,0.5,180.0,30.0,Dairy,2,Kaggle Daily Food & Nutrition,cheddar_cheese_1_oz__snack,6.086956521739131,0.0,0.23829787234042554,0.03404255319148936,0.7276595744680852
"Cheese, American, restaurant",snack,375.0,17.5,6.35,31.1,0.0,0.0,1600.0,0.0,USDA,1,USDA FoodData Central (per 100 g),cheese_american_restaurant__snack,4.666666666666667,0.0,0.18651745270450304,0.06767918998134824,0.7458033573141486
"Cheese, cheddar",snack,408.0,23.3,2.44,34.0,0.0,0.0,654.0,100.0,USDA,1,USDA FoodData Central (per 100 g),cheese_cheddar__snack,5.71078431372549,0.0,0.22789514866979654,0.02386541471048513,0.7482394366197183
"Cheese, dry white, queso seco",snack,326.0,24.5,2.07,24.3,0.0,0.0,1810.0,78.0,USDA,1,USDA FoodData Central (per 100 g),cheese_dry_white_queso_seco__snack,7.515337423312883,0.0,0.30155701889347036,0.025478490984060555,0.6729644901224691
"Cheese, mozzarella, low moisture, part-skim",snack,298.0,23.7,4.44,20.4,0.0,0.0,699.0,65.0,USDA,1,USDA FoodData Central (per 100 g),cheese_mozzarella_low_moisture_part_skim__snack,7.953020134228188,0.0,0.320097244732577,0.05996758508914102,0.619935170178282
"Cheese, parmesan, grated",snack,421.0,29.6,12.4,28.0,0.0,0.0,1750.0,87.0,USDA,1,USDA FoodData Central (per 100 g),cheese_parmesan_grated__snack,7.0308788598574825,0.0,0.28190476190476194,0.1180952380952381,0.6
"Cheese, pasteurized process, American, vitamin D fortified",snack,366.0,18.0,5.27,30.6,0.0,0.0,1660.0,98.0,USDA,1,USDA FoodData Central (per 100 g),cheese_pasteurized_process_american_vitamin_d_fortified__snack,4.918032786885246,0.0,0.19539730785931392,0.05720798957881024,0.7473947025618759
"Cheese, swiss",snack,393.0,27.0,1.44,31.0,0.0,0.0,185.0,93.0,USDA,1,USDA FoodData Central (per 100 g),cheese_swiss__snack,6.870229007633588,0.0,0.27497708524289644,0.01466544454628781,0.7103574702108157
Cheesecake (1 slice),snack,320.0,5.0,28.0,21.0,1.0,20.0,280.0,65.0,Dessert,1,Kaggle Daily Food & Nutrition,cheesecake_1_slice__snack,1.5625,0.3125,0.06230529595015576,0.34890965732087226,0.5887850467289719
Cherries (1 cup),snack,77.0,1.6,19.0,0.5,2.5,15.0,0.0,0.0,Fruit,1,Kaggle Daily Food & Nutrition,cherries_1_cup__snack,2.0779220779220777,3.2467532467532463,0.07364787111622555,0.8745684695051783,0.05178365937859608
"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised",snack,166.0,32.1,0.0,3.24,0.0,0.0,47.0,116.0,USDA,1,USDA FoodData Central (per 100 g),chicken_broiler_or_fryers_breast_skinless_boneless_meat_only__snack,19.337349397590362,0.0,0.814927646610815,0.0,0.1850723533891851
"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",snack,156.0,23.9,0.0,5.95,0.0,0.0,117.0,127.0,USDA,1,USDA FoodData Central (per 100 g),chicken_broilers_or_fryers_drumstick_meat_only_cooked_braise__snack,15.32051282051282,0.0,0.6409654710023466,0.0,0.35903452899765337
Chocolate (Hershey's bar 1 segment),snack,25.0,0.3,3.0,1.5,0.2,2.8,4.0,1.0,Dessert,1,Kaggle Daily Food & Nutrition,chocolate_hershey_s_bar_1_segment__snack,1.2,0.8,0.0449438202247191,0.449438202247191,0.5056179775280899
Chocolate Chip Cookie (1 large),snack,220.0,2.5,30.0,11.0,1.5,19.0,160.0,20.0,Dessert,1,Kaggle Daily Food & Nutrition,chocolate_chip_cookie_1_large__snack,1.1363636363636365,0.6818181818181818,0.043668122270742356,0.5240174672489083,0.43231441048034935
Chocolate Milk (1 cup),snack,200.0,8.0,26.0,8.0,1.0,24.0,160.0,30.0,Beverage/Dairy,2,Kaggle Daily Food & Nutrition,chocolate_milk_1_cup__snack,4.0,0.5,0.15384615384615385,0.5,0.34615384615384615
Chocolate Pudding (1/2 cup),snack,150.0,2.0,28.0,4.0,2.0,22.0,130.0,2.0,Dessert,1,Kaggle Daily Food & Nutrition,chocolate_pudding_1_2_cup__snack,1.3333333333333335,1.3333333333333335,0.05128205128205128,0.717948717948718,0.23076923076923078
Chocolate Sauce (1 tbsp dipping),snack,50.0,0.5,10.0,1.5,1.0,8.0,5.0,0.0,Condiment,1,Kaggle Daily Food & Nutrition,chocolate_sauce_1_tbsp_dipping__snack,1.0,2.0,0.036036036036036036,0.7207207207207207,0.24324324324324326
Churros (2 sticks),snack,240.0,3.0,30.0,12.0,1.5,10.0,200.0,20.0,Dessert,1,Kaggle Daily Food & Nutrition,churros_2_sticks__snack,1.25,0.625,0.05,0.5,0.45
Cinnamon Sugar (1 tsp),snack,20.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,Condiment,1,Kaggle Daily Food & Nutrition,cinnamon_sugar_1_tsp__snack,0.0,0.0,0.0,1.0,0.0
Cocktail Sauce (2 tbsp),snack,30.0,0.5,7.0,0.0,0.5,5.0,450.0,0.0,Condiment,1,Kaggle Daily Food & Nutrition,cocktail_sauce_2_tbsp__snack,1.6666666666666667,1.6666666666666667,0.06666666666666667,0.9333333333333333,0.0
Coconut (shredded 1/4 cup),snack,110.0,1.0,4.5,10.5,2.0,1.5,3.0,0.0,Fruit,1,Kaggle Daily Food & Nutrition,coconut_shredded_1_4_cup__snack,0.9090909090909091,1.8181818181818181,0.034334763948497854,0.15450643776824036,0.8111587982832618
Coconut Water (1 cup),snack,46.0,1.7,8.9,0.5,2.6,6.3,252.0,0.0,Beverage,1,Kaggle Daily Food & Nutrition,coconut_water_1_cup__snack,3.6956521739130435,5.6521739130434785,0.14498933901918976,0.7590618336886994,0.09594882729211088
Coffee Liqueur (1 oz),snack,100.0,0.0,15.0,0.0,0.0,15.0,2.0,0.0,Beverage,1,Kaggle Daily Food & Nutrition,coffee_liqueur_1_oz__snack,0.0,0.0,0.0,1.0,0.0
Corn Nuts (1 oz),snack,130.0,2.0,23.0,4.0,2.0,0.0,180.0,0.0,Snack/Processed,1,Kaggle Daily Food & Nutrition,corn_nuts_1_oz__snack,1.5384615384615385,1.5384615384615385,0.058823529411764705,0.6764705882352942,0.2647058823529412
Cottage Cheese (1/2 cup),snack,90.0,12.0,5.0,3.0,0.0,4.0,400.0,10.0,Dairy,1,Kaggle Daily Food & Nutrition,cottage_cheese_1_2_cup__snack,13.333333333333334,0.0,0.5052631578947369,0.21052631578947367,0.28421052631578947
Cupcake (Vanilla 1 medium),snack,240.0,2.0,35.0,11.0,1.0,25.0,200.0,30.0,Dessert,1,Kaggle Daily Food & Nutrition,cupcake_vanilla_1_medium__snack,0.8333333333333334,0.4166666666666667,0.032388663967611336,0.5668016194331984,0.4008097165991903
Curd with Treacle (Kithul),snack,220.0,9.0,28.0,8.0,0.0,26.0,110.0,25.0,Sri Lankan - Dairy,1,"Curated regional (Sri Lankan, per serving)",curd_with_treacle_kithul__snack,4.090909090909091,0.0,0.16363636363636364,0.509090909090909,0.32727272727272727
Custard (1/4 cup),snack,80.0,3.0,10.0,3.0,0.0,8.0,40.0,40.0,Condiment,1,Kaggle Daily Food & Nutrition,custard_1_4_cup__snack,3.75,0.0,0.1518987341772152,0.5063291139240507,0.34177215189873417
Dark Chocolate (1 oz 70%),snack,170.0,2.2,13.0,12.0,3.0,7.0,5.0,0.0,Dessert,1,Kaggle Daily Food & Nutrition,dark_chocolate_1_oz_70__snack,1.2941176470588238,1.7647058823529411,0.05213270142180095,0.30805687203791465,0.6398104265402843
Dates (2 medium Medjool),snack,133.0,0.8,36.0,0.1,3.2,32.0,1.0,0.0,Fruit,1,Kaggle Daily Food & Nutrition,dates_2_medium_medjool__snack,0.6015037593984963,2.4060150375939853,0.02160702228224173,0.9723160027008778,0.006076975016880487
Dulce de Leche (1 tbsp filling),snack,65.0,1.0,12.0,1.5,0.0,10.0,30.0,5.0,Condiment,1,Kaggle Daily Food & Nutrition,dulce_de_leche_1_tbsp_filling__snack,1.5384615384615385,0.0,0.061068702290076333,0.732824427480916,0.20610687022900764
Edamame (in pod 1 cup),snack,120.0,11.0,9.0,5.0,5.0,2.0,9.0,0.0,Legume,1,Kaggle Daily Food & Nutrition,edamame_in_pod_1_cup__snack,9.166666666666666,4.166666666666666,0.352,0.288,0.36
Espresso Martini (1 drink),snack,280.0,0.5,25.0,0.0,0.0,25.0,5.0,0.0,Beverage,1,Kaggle Daily Food & Nutrition,espresso_martini_1_drink__snack,0.17857142857142858,0.0,0.0196078431372549,0.9803921568627451,0.0
Figs (2 medium),snack,74.0,0.6,19.2,0.3,2.9,16.2,2.0,0.0,Fruit,1,Kaggle Daily Food & Nutrition,figs_2_medium__snack,0.8108108108108109,3.9189189189189193,0.0293040293040293,0.9377289377289376,0.03296703296703296
"Figs, dried, uncooked",snack,249.0,3.3,63.9,0.92,9.8,0.0,10.0,0.0,USDA,1,USDA FoodData Central (per 100 g),figs_dried_uncooked__snack,1.3253012048192772,3.9357429718875507,0.047639670853183186,0.9224772628843654,0.029883066262451276
Fish Bun (Maalu Paan),snack,250.0,10.0,34.0,8.0,2.0,4.0,420.0,25.0,Sri Lankan - Baked Snack,1,"Curated regional (Sri Lankan, per serving)",fish_bun_maalu_paan__snack,4.0,0.8,0.16129032258064516,0.5483870967741935,0.2903225806451613
Fish Cutlet,snack,180.0,8.0,18.0,9.0,2.0,1.0,340.0,30.0,Sri Lankan - Fried Snack,1,"Curated regional (Sri Lankan, per serving)",fish_cutlet__snack,4.444444444444445,1.1111111111111112,0.17297297297297298,0.3891891891891892,0.43783783783783786
Flan (1 slice),snack,220.0,6.0,35.0,7.0,0.0,33.0,80.0,90.0,Dessert,2,Kaggle Daily Food & Nutrition,flan_1_slice__snack,2.727272727272727,0.0,0.10572687224669604,0.6167400881057269,0.2775330396475771
"Flour, bread, white, enriched, unbleached",snack,363.0,14.3,72.8,1.65,0.0,0.0,3.0,0.0,USDA,1,USDA FoodData Central (per 100 g),flour_bread_white_enriched_unbleached__snack,3.93939393939394,0.0,0.15746730901582934,0.8016517549896764,0.04088093599449415
"Flour, corn, yellow, fine meal, enriched",snack,364.0,6.2,80.8,1.74,4.3,0.0,0.0,0.0,USDA,1,USDA FoodData Central (per 100 g),flour_corn_yellow_fine_meal_enriched__snack,1.7032967032967035,1.1813186813186813,0.06819556728812627,0.8887422317549358,0.043062200956937795
"Flour, pastry, unenriched, unbleached",snack,358.0,8.75,77.2,1.64,0.0,0.0,1.0,0.0,USDA,1,USDA FoodData Central (per 100 g),flour_pastry_unenriched_unbleached__snack,2.4441340782122905,0.0,0.09761267291387773,0.8612226684515841,0.04116465863453815
"Flour, rice, brown",snack,365.25,7.19,75.5,3.85,0.0,0.0,1.0,0.0,USDA,1,USDA FoodData Central (per 100 g),flour_rice_brown__snack,1.9685147159479808,0.0,0.07870611094387128,0.8264688979502477,0.09482499110588107
"Flour, rice, glutinous",snack,358.0,6.69,80.1,1.16,0.0,0.0,6.0,0.0,USDA,1,USDA FoodData Central (per 100 g),flour_rice_glutinous__snack,1.8687150837988826,0.0,0.07483221476510069,0.8959731543624161,0.029194630872483224
"Flour, rice, white, unenriched",snack,359.0,6.94,79.8,1.3,0.5,0.0,5.0,0.0,USDA,1,USDA FoodData Central (per 100 g),flour_rice_white_unenriched__snack,1.9331476323119778,0.1392757660167131,0.07739920816372052,0.8899793676462389,0.032621424190040715
"Flour, soy, defatted",snack,366.0,51.1,32.9,3.33,0.0,0.0,2.0,0.0,USDA,1,USDA FoodData Central (per 100 g),flour_soy_defatted__snack,13.96174863387978,0.0,0.5585157253326776,0.35959231631008004,0.08189195835724239
"Flour, soy, full-fat",snack,452.0,38.6,27.9,20.7,0.0,0.0,2.0,0.0,USDA,1,USDA FoodData Central (per 100 g),flour_soy_full_fat__snack,8.539823008849558,0.0,0.34136634976785324,0.24673889011717887,0.41189476011496795
"Flour, wheat, all-purpose, enriched, bleached",snack,366.0,10.9,77.3,1.48,0.0,0.0,2.0,0.0,USDA,1,USDA FoodData Central (per 100 g),flour_wheat_all_purpose_enriched_bleached__snack,2.978142076502732,0.0,0.11908663826067956,0.8445318474817,0.03638151425762045
"Flour, wheat, all-purpose, enriched, unbleached",snack,358.0,13.1,73.2,1.48,0.0,0.0,4.0,0.0,USDA,1,USDA FoodData Central (per 100 g),flour_wheat_all_purpose_enriched_unbleached__snack,3.6592178770949717,0.0,0.1461564208412362,0.8166908401204954,0.03715273903826844
"Flour, wheat, all-purpose, unenriched, unbleached",snack,362.0,12.0,74.6,1.7,3.0,0.0,2.0,0.0,USDA,1,USDA FoodData Central (per 100 g),flour_wheat_all_purpose_unenriched_unbleached__snack,3.314917127071823,0.8287292817679558,0.13270666298037048,0.8249930881946363,0.042300248824993086
